"","Tank","Fish","Sex","Eggs","Time.For.Assay.minutes","Round","Assay","Test.animal.origin","Relative.size.counterpart","Rater","Date","Eggs.prior","Age.eggs.prior","Nips","Pec.fans","Tail.Fans","Entrances","Time","Latency","Flee","Tail.strike","Bite","Display","Quiver","Chase.Charge","Sum.Behaviors","Sum.Submissive","Parenting.per,minute","Aggressive.per.minute","Submissive.per.minute","Eggs.after","Eggs.proportion.after","Age.eggs.after","Days.prev.spawn","Days.next.spawn","Days.nearest.spawn","Parenting.per.time"
"235","C22","C22F","F","Own",2,"2","Male","B22","Smaller","GG",2023-09-27,NA,NA,NA,NA,NA,NA,NA,1.535,0,0,0,4,0,0,4,0,NA,2,0,NA,NA,NA,5,-12,NA,NA
"236","C22","C22M","M","Own",2,"2","Male","B22","Smaller","GG",2023-09-27,NA,NA,NA,NA,NA,NA,NA,3.837,0,0,2,22,0,0,24,0,NA,12,0,NA,NA,NA,5,-12,NA,NA
"237","C22","C22F","F","Own",2,"2","Female","C23","Similar","GG",2023-09-28,NA,NA,NA,NA,NA,NA,NA,12.913,0,4,4,0,0,0,8,0,NA,4,0,NA,NA,NA,6,-11,NA,NA
"238","C22","C22M","M","Own",2,"2","Female","C23","Similar","GG",2023-09-28,NA,NA,NA,NA,NA,NA,NA,2.703,0,0,0,12,0,0,12,0,NA,6,0,NA,NA,NA,6,-11,NA,NA
"239","C22","C22F","F","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-09-29,NA,NA,NA,NA,NA,NA,NA,0.467000000000001,0,0,0,3,0,0,3,0,NA,18,0,NA,NA,NA,7,-10,NA,NA
"240","C22","C22M","M","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-09-29,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,7,-10,NA,NA
"241","C22","C22F","F","Own",5,"2","Rock",NA,NA,"GG",2023-09-29,NA,NA,NA,NA,NA,NA,NA,90.191,0,2,0,0,0,0,2,0,NA,0.4,0,NA,NA,NA,7,-10,NA,NA
"242","C22","C22M","M","Own",5,"2","Rock",NA,NA,"GG",2023-09-29,NA,NA,NA,NA,NA,NA,NA,2.069,0,75,0,3,0,0,78,0,NA,15.6,0,NA,NA,NA,7,-10,NA,NA
"243","C11","C11F","F","Own",5,"2","Parenting","C11",NA,"EP",2023-09-28,"1234",2,35,2,0,5,63.431,NA,NA,NA,NA,NA,NA,NA,37,0,NA,7.4,0,193,"15.640194489465154",7,1,-9,NA,0.583310999353628
"244","C11","C11M","M","Own",5,"2","Parenting","C11",NA,"EP",2023-09-28,"1234",3,11,86,2,12,204.336,NA,NA,NA,NA,NA,NA,NA,99,0,NA,19.8,0,193,"15.640194489465154",7,1,-9,NA,0.484496124031008
"245","C11","C11F","F","Own",10,"2","CrabLeashed","D1",NA,"GG",2023-09-29,NA,NA,NA,NA,NA,NA,NA,6.206,0,87,3,0,0,0,90,0,NA,9,0,NA,NA,NA,2,-8,NA,NA
"246","C11","C11M","M","Own",10,"2","CrabLeashed","D1",NA,"GG",2023-09-29,NA,NA,NA,NA,NA,NA,NA,9.376,0,46,19,0,0,0,65,0,NA,6.5,0,NA,NA,NA,2,-8,NA,NA
"247","C11","C11F","F","Own",10,"2","Damsel","D2",NA,"GG",2023-09-30,NA,NA,NA,NA,NA,NA,NA,2.937,0,0,0,18,0,12,30,0,NA,3,0,NA,NA,NA,3,-7,NA,NA
"248","C11","C11M","M","Own",10,"2","Damsel","D2",NA,"GG",2023-09-30,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,3,-7,NA,NA
"249","C11","C11F","F","Own",2,"2","Male","C25","Larger","GG",2023-10-01,NA,NA,NA,NA,NA,NA,NA,25.859,0,0,0,5,0,1,6,0,NA,3,0,NA,NA,NA,4,-6,NA,NA
"250","C11","C11M","M","Own",2,"2","Male","C25","Larger","GG",2023-10-01,NA,NA,NA,NA,NA,NA,NA,5.039,0,0,1,21,0,1,23,0,NA,11.5,0,NA,NA,NA,4,-6,NA,NA
"251","C11","C11F","F","Own",2,"2","Female","B25","Smaller","GG",2023-10-02,NA,NA,NA,NA,NA,NA,NA,2.002,0,6,4,6,0,23,39,0,NA,19.5,0,NA,NA,NA,5,-5,NA,NA
"252","C11","C11M","M","Own",2,"2","Female","B25","Smaller","GG",2023-10-02,NA,NA,NA,NA,NA,NA,NA,7.475,0,4,3,7,0,3,17,0,NA,8.5,0,NA,NA,NA,5,-5,NA,NA
"253","C11","C11F","F","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,0.633999999999999,0,0,0,6,0,1,7,0,NA,42,0,NA,NA,NA,6,-4,NA,NA
"254","C11","C11M","M","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,1.701,0,0,0,1,0,0,1,0,NA,6,0,NA,NA,NA,6,-4,NA,NA
"255","C11","C11F","F","Own",5,"2","Rock",NA,NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,36.336,0,39,8,0,0,0,47,0,NA,9.4,0,NA,NA,NA,6,-4,NA,NA
"256","C11","C11M","M","Own",5,"2","Rock",NA,NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,7.107,0,8,46,0,0,0,54,0,NA,10.8,0,NA,NA,NA,6,-4,NA,NA
"257","T18","T18F","F","Own",5,"2","Parenting","T18",NA,"GG",2023-09-28,"232",3,11,7,0,9,44.444,NA,NA,NA,NA,NA,NA,NA,18,0,NA,3.6,0,193,"83.189655172413794",NA,1,-35,NA,0.4050040500405
"258","T18","T18M","M","Own",5,"2","Parenting","T18",NA,"GG",2023-09-28,"232",3,3,26,0,17,84.983,NA,NA,NA,NA,NA,NA,NA,29,0,NA,5.8,0,193,"83.189655172413794",NA,1,-35,NA,0.341244719532142
"259","T18","T18F","F","Own",10,"2","CrabLeashed","D2B",NA,"IW",2024-01-28,NA,NA,NA,NA,NA,NA,NA,159.926,0,6,6,0,0,0,12,0,NA,1.2,0,NA,NA,NA,NA,NA,NA,NA
"260","T18","T18M","M","Own",10,"2","CrabLeashed","D2B",NA,"IW",2024-01-28,NA,NA,NA,NA,NA,NA,NA,49.883,0,14,16,0,0,0,30,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA
"261","T18","T18F","F","Own",10,"2","Damsel","D1",NA,"GG",2024-01-31,NA,NA,NA,NA,NA,NA,NA,1.302,0,2,5,65,0,222,294,0,NA,29.4,0,NA,NA,NA,NA,NA,NA,NA
"262","T18","T18M","M","Own",10,"2","Damsel","D1",NA,"GG",2024-01-31,NA,NA,NA,NA,NA,NA,NA,1.035,0,4,0,25,0,50,79,0,NA,7.9,0,NA,NA,NA,NA,NA,NA,NA
"263","T18","T18F","F","Own",2,"2","Male","T2","Larger","GG",2023-10-01,NA,NA,NA,NA,NA,NA,NA,11.512,0,5,11,13,0,1,30,0,NA,15,0,NA,NA,NA,4,-32,NA,NA
"264","T18","T18M","M","Own",2,"2","Male","T2","Larger","GG",2023-10-01,NA,NA,NA,NA,NA,NA,NA,1.068,0,3,4,20,0,1,28,0,NA,14,0,NA,NA,NA,4,-32,NA,NA
"265","T18","T18F","F","Own",2,"2","Female","T1","Similar","GG",2023-10-02,NA,NA,NA,NA,NA,NA,NA,0.500999999999999,0,7,24,1,0,2,34,0,NA,17,0,NA,NA,NA,5,-31,NA,NA
"266","T18","T18M","M","Own",2,"2","Female","T1","Similar","GG",2023-10-02,NA,NA,NA,NA,NA,NA,NA,2.469,0,2,10,37,0,0,49,0,NA,24.5,0,NA,NA,NA,5,-31,NA,NA
"267","T18","T18F","F","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,0.634,0,0,0,2,0,1,3,0,NA,18,0,NA,NA,NA,6,-30,NA,NA
"268","T18","T18M","M","Own",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,1.368,0,0,0,4,0,0,4,0,NA,24,0,NA,NA,NA,6,-30,NA,NA
"269","T18","T18F","F","Own",5,"2","Rock",NA,NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,16.316,0,30,43,0,0,0,73,0,NA,14.6,0,NA,NA,NA,6,-30,NA,NA
"270","T18","T18M","M","Own",5,"2","Rock",NA,NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,10.577,0,63,0,0,0,0,63,0,NA,12.6,0,NA,NA,NA,6,-30,NA,NA
"271","B22","B22F","F","Own",5,"1","Parenting","B22",NA,"EP",2023-09-28,"567",3,12,1,0,22,24.04,NA,NA,NA,NA,NA,NA,NA,13,0,NA,2.6,0,193,"34.038800705467374",7,2,-12,NA,0.540765391014975
"272","B22","B22M","M","Own",5,"1","Parenting","B22",NA,"EP",2023-09-28,"567",3,9,4,1,9,85.53,NA,NA,NA,NA,NA,NA,NA,14,0,NA,2.8,0,193,"34.038800705467374",7,2,-12,NA,0.163685256635099
"273","B22","B22F","F","Own",10,"1","CrabLeashed","D2",NA,"EP",2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,3,-11,NA,NA
"274","B22","B22M","M","Own",10,"1","CrabLeashed","D2",NA,"EP",2023-09-29,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,3,-11,NA,NA
"275","B22","B22F","F","Own",10,"1","Damsel","D2",NA,"GG",2023-09-30,NA,NA,NA,NA,NA,NA,NA,128.228,0,0,0,12,0,0,12,0,NA,1.2,0,NA,NA,NA,4,-10,NA,NA
"276","B22","B22M","M","Own",10,"1","Damsel","D2",NA,"GG",2023-09-30,NA,NA,NA,NA,NA,NA,NA,35.402,0,0,0,23,0,0,23,0,NA,2.3,0,NA,NA,NA,4,-10,NA,NA
"277","B22","B22F","F","Own",2,"1","Male","A23","Similar","GG",2023-10-01,NA,NA,NA,NA,NA,NA,NA,9.142,0,0,0,15,0,1,16,0,NA,8,0,NA,NA,NA,5,-9,NA,NA
"278","B22","B22M","M","Own",2,"1","Male","A23","Similar","GG",2023-10-01,NA,NA,NA,NA,NA,NA,NA,16.316,0,0,0,20,1,1,21,1,NA,10.5,0.5,NA,NA,NA,5,-9,NA,NA
"279","B22","B22F","F","Own",2,"1","Female","B24","Larger","GG",2023-10-02,NA,NA,NA,NA,NA,NA,NA,11.779,0,3,0,16,0,3,22,0,NA,11,0,NA,NA,NA,6,-8,NA,NA
"280","B22","B22M","M","Own",2,"1","Female","B24","Larger","GG",2023-10-02,NA,NA,NA,NA,NA,NA,NA,2.169,0,0,0,19,0,0,19,0,NA,9.5,0,NA,NA,NA,6,-8,NA,NA
"281","B22","B22F","F","Own",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,7,-7,NA,NA
"282","B22","B22M","M","Own",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,7,-7,NA,NA
"283","B22","B22F","F","Own",5,"1","Rock",NA,NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,42.142,0,52,0,0,0,0,52,0,NA,10.4,0,NA,NA,NA,7,-7,NA,NA
"284","B22","B22M","M","Own",5,"1","Rock",NA,NA,"GG",2023-10-03,NA,NA,NA,NA,NA,NA,NA,27.927,0,36,0,0,0,0,36,0,NA,7.2,0,NA,NA,NA,7,-7,NA,NA
"285","C22","C22F","F","None",10,"1","CrabLeashed","D1",NA,"GG",2023-09-17,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,10,-5,NA,NA
"286","C22","C22M","M","None",10,"1","CrabLeashed","D1",NA,"GG",2023-09-17,NA,NA,NA,NA,NA,NA,NA,0.834000000000003,0,38,0,0,0,0,38,0,NA,3.8,0,NA,NA,NA,10,-5,NA,NA
"287","C22","C22F","F","None",10,"1","Damsel","D3",NA,"GG",2023-09-18,NA,NA,NA,NA,NA,NA,NA,4.438,1,3,0,27,0,57,87,1,NA,8.7,0.1,NA,NA,NA,11,-4,NA,NA
"288","C22","C22M","M","None",10,"1","Damsel","D3",NA,"GG",2023-09-18,NA,NA,NA,NA,NA,NA,NA,69.202,4,0,0,8,0,10,18,4,NA,1.8,0.4,NA,NA,NA,11,-4,NA,NA
"289","C22","C22F","F","None",2,"1","Male","B15","Smaller","GG",2023-09-19,NA,NA,NA,NA,NA,NA,NA,55.89,0,0,0,4,0,0,4,0,NA,2,0,NA,NA,NA,12,-3,NA,NA
"290","C22","C22M","M","None",2,"1","Male","B15","Smaller","GG",2023-09-19,NA,NA,NA,NA,NA,NA,NA,5.206,0,0,0,28,0,0,28,0,NA,14,0,NA,NA,NA,12,-3,NA,NA
"291","C22","C22F","F","None",2,"1","Female","T6","Smaller","GG",2023-09-20,NA,NA,NA,NA,NA,NA,NA,120,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,13,-2,NA,NA
"292","C22","C22M","M","None",2,"1","Female","T6","Smaller","GG",2023-09-20,NA,NA,NA,NA,NA,NA,NA,32.4,0,0,1,10,0,0,11,0,NA,5.5,0,NA,NA,NA,13,-2,NA,NA
"293","C22","C22F","F","None",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,NA,6,0,NA,NA,NA,14,-1,NA,NA
"294","C22","C22M","M","None",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,14,-1,NA,NA
"295","C22","C22F","F","None",5,"1","Rock",NA,NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,225.425,0,3,0,0,0,0,3,0,NA,0.6,0,NA,NA,NA,14,-1,NA,NA
"296","C22","C22M","M","None",5,"1","Rock",NA,NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,3.37,0,54,0,1,0,0,55,0,NA,11,0,NA,NA,NA,14,-1,NA,NA
"297","TB","TBF","F","None",10,"1","CrabLeashed","D1",NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,132.599,0,32,0,0,0,0,32,0,NA,3.2,0,NA,NA,NA,14,-17,NA,NA
"298","TB","TBM","M","None",10,"1","CrabLeashed","D1",NA,"GG",2023-09-21,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,14,-17,NA,NA
"299","TB","TBF","F","None",10,"1","Damsel","D3",NA,"GG",2023-09-22,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,15,-16,NA,NA
"300","TB","TBM","M","None",10,"1","Damsel","D3",NA,"GG",2023-09-22,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,15,-16,NA,NA
"301","TB","TBF","F","None",2,"1","Male","A23","Larger","GG",2023-09-23,NA,NA,NA,NA,NA,NA,NA,1.368,0,0,0,22,0,0,22,0,NA,11,0,NA,NA,NA,16,-15,NA,NA
"302","TB","TBM","M","None",2,"1","Male","A23","Larger","GG",2023-09-23,NA,NA,NA,NA,NA,NA,NA,2.703,0,1,1,36,0,0,38,0,NA,19,0,NA,NA,NA,16,-15,NA,NA
"303","TB","TBF","F","None",2,"1","Female","B24","Similar","GG",2023-09-24,NA,NA,NA,NA,NA,NA,NA,2.436,0,4,2,9,0,12,27,0,NA,13.5,0,NA,NA,NA,17,-14,NA,NA
"304","TB","TBM","M","None",2,"1","Female","B24","Similar","GG",2023-09-24,NA,NA,NA,NA,NA,NA,NA,7.007,0,0,0,7,0,1,8,0,NA,4,0,NA,NA,NA,17,-14,NA,NA
"305","TB","TBF","F","None",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-25,NA,NA,NA,NA,NA,NA,NA,0.367,0,0,0,2,0,1,3,0,NA,18,0,NA,NA,NA,18,-13,NA,NA
"306","TB","TBM","M","None",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-09-25,NA,NA,NA,NA,NA,NA,NA,4.172,0,0,0,2,0,0,2,0,NA,12,0,NA,NA,NA,18,-13,NA,NA
"307","TB","TBF","F","None",5,"1","Rock",NA,NA,"GG",2023-09-25,NA,NA,NA,NA,NA,NA,NA,31.198,0,13,0,2,0,0,15,0,NA,3,0,NA,NA,NA,18,-13,NA,NA
"308","TB","TBM","M","None",5,"1","Rock",NA,NA,"GG",2023-09-25,NA,NA,NA,NA,NA,NA,NA,300,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,18,-13,NA,NA
"309","C15","C15F","F","Surrogate",5,"1","Parenting","T1",NA,"GG",2023-10-05,"652",3,1,6,0,18,83.65,NA,NA,NA,NA,NA,NA,NA,7,0,NA,1.4,0,390,"59.815950920245399",7,1,-17,NA,0.0836820083682008
"310","C15","C15M","M","Surrogate",5,"1","Parenting","T1",NA,"GG",2023-10-05,"652",3,25,196,7,8,268.901,NA,NA,NA,NA,NA,NA,NA,228,0,NA,45.6,0,390,"59.815950920245399",7,1,-17,NA,0.847895693954281
"311","C15","C15F","F","Surrogate",10,"1","CrabLeashed","D2",NA,"GG",2023-10-06,NA,NA,NA,NA,NA,NA,NA,7.24,0,17,9,0,0,0,26,0,NA,2.6,0,NA,NA,NA,2,-16,NA,NA
"312","C15","C15M","M","Surrogate",10,"1","CrabLeashed","D2",NA,"GG",2023-10-06,NA,NA,NA,NA,NA,NA,NA,170.27,0,3,0,0,0,0,3,0,NA,0.3,0,NA,NA,NA,2,-16,NA,NA
"313","C15","C15F","F","Surrogate",10,"1","Damsel","D1",NA,"GG",2023-10-07,NA,NA,NA,NA,NA,NA,NA,0.967000000000002,0,8,0,101,0,7,116,0,NA,11.6,0,NA,NA,NA,3,-15,NA,NA
"314","C15","C15M","M","Surrogate",10,"1","Damsel","D1",NA,"GG",2023-10-07,NA,NA,NA,NA,NA,NA,NA,4.604,0,0,0,24,0,2,26,0,NA,2.6,0,NA,NA,NA,3,-15,NA,NA
"315","C15","C15F","F","Surrogate",2,"1","Male","T6","Larger","GG",2023-10-08,NA,NA,NA,NA,NA,NA,NA,0.367000000000001,0,9,8,13,0,11,41,0,NA,20.5,0,NA,NA,NA,4,-14,NA,NA
"316","C15","C15M","M","Surrogate",2,"1","Male","T6","Larger","GG",2023-10-08,NA,NA,NA,NA,NA,NA,NA,1.768,0,14,0,19,0,2,35,0,NA,17.5,0,NA,NA,NA,4,-14,NA,NA
"317","C15","C15F","F","Surrogate",2,"1","Female","B14","Smaller","GG",2023-10-09,NA,NA,NA,NA,NA,NA,NA,0.933999999999997,1,10,0,13,0,17,40,1,NA,20,0.5,NA,NA,NA,5,-13,NA,NA
"318","C15","C15M","M","Surrogate",2,"1","Female","B14","Smaller","GG",2023-10-09,NA,NA,NA,NA,NA,NA,NA,16.85,1,2,0,16,0,8,26,1,NA,13,0.5,NA,NA,NA,5,-13,NA,NA
"319","C15","C15F","F","Surrogate",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-10-10,NA,NA,NA,NA,NA,NA,NA,0.701000000000001,0,1,0,4,0,1,6,0,NA,36,0,NA,NA,NA,6,-12,NA,NA
"320","C15","C15M","M","Surrogate",0.166666666666667,"1","Hand","Gabe",NA,"GG",2023-10-10,NA,NA,NA,NA,NA,NA,NA,7.007,0,0,0,2,0,0,2,0,NA,12,0,NA,NA,NA,6,-12,NA,NA
"321","C15","C15F","F","Surrogate",5,"1","Rock",NA,NA,"GG",2023-10-10,NA,NA,NA,NA,NA,NA,NA,9.909,0,19,16,0,0,0,35,0,NA,7,0,NA,NA,NA,6,-12,NA,NA
"322","C15","C15M","M","Surrogate",5,"1","Rock",NA,NA,"GG",2023-10-10,NA,NA,NA,NA,NA,NA,NA,72.939,0,10,0,0,0,0,10,0,NA,2,0,NA,NA,NA,6,-12,NA,NA
"323","TB","TBF","F","Own",5,"1","Parenting","TB",NA,"EP",2023-10-09,"226",2,4,0,0,5,277.143,NA,NA,NA,NA,NA,NA,NA,4,0,NA,0.8,0,6,"2.6548672566371683",7,NA,NA,NA,0.0144329822510401
"324","TB","TBM","M","Own",5,"1","Parenting","TB",NA,"EP",2023-10-09,"226",2,78,77,0,1,303.736,NA,NA,NA,NA,NA,NA,NA,155,0,NA,31,0,6,"2.6548672566371683",7,NA,NA,NA,0.510311586377644
"325","TB","TBF","F","Own",10,"1","CrabLeashed","D2",NA,"EP",2023-10-10,NA,NA,NA,NA,NA,NA,NA,29.496,0,40,0,0,0,0,40,0,NA,4,0,NA,NA,NA,NA,NA,NA,NA
"326","TB","TBM","M","Own",10,"1","CrabLeashed","D2",NA,"EP",2023-10-10,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"327","TB","TBF","F","Own",10,"1","Damsel","D2",NA,"IW",2023-10-11,NA,NA,NA,NA,NA,NA,NA,4.438,0,0,4,16,4,0,20,4,NA,2,0.4,NA,NA,NA,NA,NA,NA,NA
"328","TB","TBM","M","Own",10,"1","Damsel","D2",NA,"IW",2023-10-11,NA,NA,NA,NA,NA,NA,NA,26.927,0,1,0,6,0,0,7,0,NA,0.7,0,NA,NA,NA,NA,NA,NA,NA
"329","TB","TBF","F","Own",2,"1","Male","C25","Larger","IW",2023-10-12,NA,NA,NA,NA,NA,NA,NA,3.437,0,0,4,16,4,0,20,4,NA,10,2,NA,NA,NA,NA,NA,NA,NA
"330","TB","TBM","M","Own",2,"1","Male","C25","Larger","IW",2023-10-12,NA,NA,NA,NA,NA,NA,NA,26.927,0,1,0,6,0,0,7,0,NA,3.5,0,NA,NA,NA,NA,NA,NA,NA
"331","TB","TBF","F","Own",2,"1","Female","C23","Larger","IW",2023-10-13,NA,NA,NA,NA,NA,NA,NA,1.601,0,8,6,1,7,0,15,7,NA,7.5,3.5,NA,NA,NA,NA,NA,NA,NA
"332","TB","TBM","M","Own",2,"1","Female","C23","Larger","IW",2023-10-13,NA,NA,NA,NA,NA,NA,NA,54.488,0,0,0,10,0,0,10,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA
"333","TB","TBF","F","Own",0.166666666666667,"1","Hand","Gabe",NA,"IW",2023-10-14,NA,NA,NA,NA,NA,NA,NA,1.334,0,0,0,6,0,0,6,0,NA,36,0,NA,NA,NA,NA,NA,NA,NA
"334","TB","TBM","M","Own",0.166666666666667,"1","Hand","Gabe",NA,"IW",2023-10-14,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"335","TB","TBF","F","Own",5,"1","Rock",NA,NA,"IW",2023-10-14,NA,NA,NA,NA,NA,NA,NA,13.78,0,20,37,0,0,0,57,0,NA,11.4,0,NA,NA,NA,NA,NA,NA,NA
"336","TB","TBM","M","Own",5,"1","Rock",NA,NA,"IW",2023-10-14,NA,NA,NA,NA,NA,NA,NA,102.569,0,21,0,0,0,0,21,0,NA,4.2,0,NA,NA,NA,NA,NA,NA,NA
"337","C11","C11F","F","None",10,"2","CrabLeashed","D2",NA,"GG",2023-09-24,NA,NA,NA,NA,NA,NA,NA,13.58,0,26,5,0,0,0,31,0,NA,3.1,0,NA,NA,NA,11,-3,NA,NA
"338","C11","C11M","M","None",10,"2","CrabLeashed","D2",NA,"GG",2023-09-24,NA,NA,NA,NA,NA,NA,NA,20.153,0,2,25,0,0,0,27,0,NA,2.7,0,NA,NA,NA,11,-3,NA,NA
"339","C11","C11F","F","None",10,"2","Damsel","D1",NA,"GG",2023-09-25,NA,NA,NA,NA,NA,NA,NA,2.636,4,1,1,19,0,30,51,4,NA,5.1,0.4,NA,NA,NA,12,-2,NA,NA
"340","C11","C11M","M","None",10,"2","Damsel","D1",NA,"GG",2023-09-25,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,12,-2,NA,NA
"341","C11","C11F","F","None",2,"2","Male","A11","Larger","GG",2023-09-26,NA,NA,NA,NA,NA,NA,NA,2.336,0,1,0,3,0,1,5,0,NA,2.5,0,NA,NA,NA,13,-1,NA,NA
"342","C11","C11M","M","None",2,"2","Male","A11","Larger","GG",2023-09-26,NA,NA,NA,NA,NA,NA,NA,6.64,0,8,2,11,0,2,23,0,NA,11.5,0,NA,NA,NA,13,-1,NA,NA
"343","C11","C11F","F","None",2,"2","Female","T1","Similar","GG",2023-10-09,NA,NA,NA,NA,NA,NA,NA,1.468,0,10,8,3,0,10,31,0,NA,15.5,0,NA,NA,NA,12,-8,NA,NA
"344","C11","C11M","M","None",2,"2","Female","T1","Similar","GG",2023-10-09,NA,NA,NA,NA,NA,NA,NA,11.045,0,0,2,14,0,0,16,0,NA,8,0,NA,NA,NA,12,-8,NA,NA
"345","C11","C11F","F","None",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-10,NA,NA,NA,NA,NA,NA,NA,1.568,0,0,0,3,0,2,5,0,NA,30,0,NA,NA,NA,13,-7,NA,NA
"346","C11","C11M","M","None",0.166666666666667,"2","Hand","Gabe",NA,"GG",2023-10-10,NA,NA,NA,NA,NA,NA,NA,7.941,0,0,0,2,0,0,2,0,NA,12,0,NA,NA,NA,13,-7,NA,NA
"347","C11","C11F","F","None",5,"2","Rock",NA,NA,"GG",2023-10-10,NA,NA,NA,NA,NA,NA,NA,109.61,0,5,0,0,0,0,5,0,NA,1,0,NA,NA,NA,13,-7,NA,NA
"348","C11","C11M","M","None",5,"2","Rock",NA,NA,"GG",2023-10-10,NA,NA,NA,NA,NA,NA,NA,38.606,0,1,10,0,0,0,11,0,NA,2.2,0,NA,NA,NA,13,-7,NA,NA
"349","C15","C15F","F","None",10,"1","CrabLeashed","D1",NA,"GG",2023-09-29,NA,NA,NA,NA,NA,NA,NA,7.774,0,15,21,0,0,0,36,0,NA,3.6,0,NA,NA,NA,14,-5,NA,NA
"350","C15","C15M","M","None",10,"1","CrabLeashed","D1",NA,"GG",2023-09-29,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,14,-5,NA,NA
"351","C15","C15F","F","None",10,"1","Damsel","D2",NA,"GG",2023-09-30,NA,NA,NA,NA,NA,NA,NA,42.309,1,2,0,36,0,45,83,1,NA,8.3,0.1,NA,NA,NA,15,-4,NA,NA
"352","C15","C15M","M","None",10,"1","Damsel","D2",NA,"GG",2023-09-30,NA,NA,NA,NA,NA,NA,NA,48.949,2,0,0,16,0,2,18,2,NA,1.8,0.2,NA,NA,NA,15,-4,NA,NA
"353","C15","C15F","F","None",2,"1","Male","C23","Larger","GG",2023-10-01,NA,NA,NA,NA,NA,NA,NA,1.035,0,3,1,12,0,6,22,0,NA,11,0,NA,NA,NA,16,-3,NA,NA
"354","C15","C15M","M","None",2,"1","Male","C23","Larger","GG",2023-10-01,NA,NA,NA,NA,NA,NA,NA,37.037,0,3,0,16,0,1,20,0,NA,10,0,NA,NA,NA,16,-3,NA,NA
"355","C15","C15F","F","None",2,"1","Female","C13","Similar","GG",2023-10-02,NA,NA,NA,NA,NA,NA,NA,3.403,0,11,10,6,0,1,28,0,NA,14,0,NA,NA,NA,17,-2,NA,NA
